"NUMPOL","EXPO","ZONA","POTENCIA","ANTIGUEDAD_VEHICULO","EDAD_CONDUCTOR","BONO","MARCA","COMBUSTIBLE","DENSIDAD","REGION"
4118848,1,"E",9,14,45,50,3,"E",24,13
4118878,0.03,"E",6,7,60,50,1,"D",24,13
4118898,0.41,"E",6,19,29,72,2,"E",24,6
4118901,1,"B",7,4,47,50,3,"D",31,13
4118921,1,"B",6,8,66,50,1,"D",24,13
4118923,0.13,"C",15,3,45,50,11,"E",24,13
4118939,0.63,"D",6,9,52,50,2,"D",24,13
4118964,0.53,"B",5,10,41,50,13,"D",24,13
4118981,0.73,"D",8,8,72,50,4,"E",24,13
4119002,1,"B",8,7,78,50,14,"E",24,13
4119019,1,"A",7,5,44,50,1,"D",24,13
4119023,1,"B",4,6,87,50,2,"E",24,13
4119049,1,"D",4,13,43,50,6,"E",41,13
4119052,1,"D",5,8,81,50,5,"E",41,13
4119056,0.66,"D",7,5,65,50,13,"D",41,13
4119061,1,"C",9,15,54,50,2,"E",41,13
4119078,1,"E",5,13,38,54,1,"E",41,11
4119087,1,"D",6,5,70,50,1,"D",41,13
4119103,1,"D",6,11,70,50,2,"D",41,13
4119142,0.08,"C",6,10,44,50,5,"E",11,13
4119143,1,"C",6,10,45,50,1,"D",24,13
4119145,1,"C",8,16,45,50,1,"D",24,13
4119149,0.52,"C",5,10,51,50,5,"D",24,13
4119163,1,"C",8,14,56,90,1,"D",24,2
4119177,1,"C",7,9,52,50,1,"D",24,13
4119184,0.4,"C",7,13,41,68,2,"D",24,7
4119194,0.75,"C",6,3,47,50,3,"D",24,13
4119251,0.04,"C",8,19,23,95,2,"E",24,1
4119264,0.04,"C",7,12,39,95,1,"E",24,1
4119278,1,"C",7,5,83,50,1,"D",24,13
4119309,0.83,"C",7,10,20,95,1,"E",24,1
4119313,1,"C",7,1,80,50,1,"E",24,13
4119321,0.24,"C",7,14,45,50,2,"E",24,13
4119348,0.21,"C",8,15,20,100,2,"E",24,0
4119364,0.92,"A",4,18,19,95,6,"E",24,1
4119371,0.04,"C",7,16,52,59,3,"E",24,13
4119374,0.28,"C",7,11,52,59,5,"E",24,13
4119376,0.47,"C",10,6,21,100,2,"E",24,0
4119397,0.33,"C",4,12,21,100,2,"E",24,0
4119422,1,"A",4,3,75,50,1,"D",24,13
4119444,1,"D",4,16,48,65,1,"E",24,7
4119445,1,"B",5,6,39,50,3,"D",24,13
4119451,1,"C",6,9,76,50,2,"D",24,13
4119470,0.13,"C",6,10,44,50,1,"D",24,13
4119478,1,"B",7,11,48,50,5,"E",24,13
4119509,0.58,"C",10,15,68,50,2,"D",24,13
4119549,1,"D",4,4,56,50,4,"E",82,13
4119562,1,"A",7,14,49,54,1,"E",24,11
4119583,1,"B",8,3,55,50,2,"D",24,13
4119585,1,"E",6,16,35,60,1,"D",24,9
4119602,1,"E",5,7,42,50,2,"D",11,13
4119610,1,"C",6,4,42,50,1,"D",24,13
4119620,1,"C",4,14,69,50,4,"D",24,13
4119623,1,"B",7,10,69,53,2,"E",24,13
4119628,1,"A",6,18,68,50,1,"D",24,13
4119630,1,"B",4,16,57,50,1,"E",24,13
4119641,1,"E",7,17,37,54,2,"E",11,11
4119643,0.64,"F",5,14,58,50,2,"E",11,13
4119667,0.77,"E",11,13,63,55,13,"E",11,13
4119682,1,"F",13,6,57,50,10,"E",11,13
4119689,1,"F",6,13,53,50,1,"E",11,13
4119702,1,"E",5,4,47,55,3,"E",11,13
4119737,0.45,"D",6,14,38,51,6,"D",82,12
4119763,0.16,"D",6,9,58,50,6,"E",82,13
4119770,0.7,"D",5,3,33,50,2,"D",82,13
4119772,1,"B",6,12,48,50,12,"E",82,13
4119777,1,"B",8,12,54,50,1,"D",82,13
4119791,0.41,"C",7,15,55,50,2,"E",82,13
4119819,1,"C",7,15,50,59,1,"E",82,13
4119824,0.49,"E",5,11,34,50,1,"D",82,13
4119831,0.00819672131147541,"C",6,13,46,80,1,"D",82,4
4119837,0.11,"C",6,8,47,50,5,"E",91,13
4119843,1,"E",4,5,51,50,12,"E",25,13
4119852,0.33,"E",5,5,28,57,2,"D",25,10
4119867,1,"C",7,7,34,50,2,"D",25,13
4119896,1,"B",5,10,49,50,3,"D",25,13
4119904,0.21,"B",5,16,31,60,2,"E",25,9
4119907,0.53,"D",4,19,34,72,2,"E",25,6
4119915,1,"D",7,7,48,50,10,"D",25,13
4119934,1,"D",6,13,65,50,1,"E",25,13
4119954,0.25,"C",7,3,46,50,4,"D",53,13
4119963,0.25,"C",7,12,30,51,2,"D",53,12
4119989,1,"D",9,6,38,50,1,"D",53,13
4119995,0.08,"B",8,11,33,54,14,"D",53,11
4119997,1,"C",4,9,29,60,2,"E",93,9
4120010,1,"A",7,8,41,50,2,"D",53,13
4120012,1,"D",6,8,43,50,2,"D",53,13
4120025,1,"D",11,10,46,52,1,"E",53,13
4120032,0.82,"B",5,8,31,51,2,"D",53,12
4120070,1,"B",6,5,54,50,2,"D",53,13
4120079,1,"C",11,11,49,50,10,"E",24,13
4120096,1,"B",5,15,56,50,2,"D",24,13
4120115,1,"A",8,15,32,72,1,"D",24,6
4120119,1,"C",5,6,68,50,5,"E",24,13
4120122,1,"A",4,13,42,50,3,"D",24,13
4120126,1,"C",6,9,38,64,1,"E",24,8
4120146,0.31,"A",7,12,37,50,2,"D",24,13
4120163,0.4,"D",8,7,54,50,12,"D",24,13
4120167,1,"D",6,16,71,50,1,"D",24,13
4120168,1,"C",7,6,72,50,5,"D",23,13
4120182,1,"A",7,28,46,50,2,"D",24,13
4120184,0.24,"D",10,10,49,50,3,"D",24,13
4120196,0.13,"C",7,2,58,52,3,"D",24,13
4120198,0.11,"D",7,9,34,60,4,"E",24,9
4120203,1,"A",6,10,41,50,2,"D",23,13
4120207,0.47,"D",6,5,37,57,3,"D",24,10
4120211,1,"D",5,4,74,50,1,"E",23,13
4120256,1,"D",4,17,45,50,6,"E",24,13
4120259,0.02,"D",5,9,31,90,3,"D",24,2
4120264,0.18,"C",7,3,31,80,12,"D",24,4
4120300,0.5,"A",7,4,55,50,1,"D",24,13
4120331,0.69,"D",4,11,36,90,2,"D",24,2
4120337,1,"A",7,7,48,50,2,"E",24,13
4120378,0.04,"B",5,12,44,100,5,"D",23,0
4120382,1,"D",6,22,56,50,1,"E",24,13
4120395,1,"C",7,5,44,50,10,"D",52,13
4120426,1,"C",6,9,35,50,1,"E",24,13
4120445,0.56,"D",4,14,46,50,1,"E",24,13
4120459,1,"A",5,22,39,50,3,"D",24,13
4120475,1,"D",10,15,51,52,2,"D",24,13
4120499,0.64,"A",4,12,33,64,3,"E",24,8
4120505,0.01,"C",6,8,55,50,6,"E",24,13
4120506,0.47,"C",6,8,55,50,6,"E",24,13
4120511,1,"D",14,9,52,50,3,"E",24,13
4120514,1,"A",7,7,64,50,1,"D",24,13
4120516,0.08,"C",4,5,74,50,6,"E",24,13
4120538,0.53,"E",9,4,69,50,1,"D",82,13
4120540,0.7,"D",5,6,58,50,6,"E",82,13
4120543,0.62,"E",11,4,55,76,11,"D",82,5
4120560,1,"E",5,9,50,50,3,"D",82,13
4120566,1,"C",6,4,41,50,1,"D",82,13
4120570,1,"E",4,14,45,50,2,"E",82,13
4120584,0.4,"E",9,18,51,95,12,"D",82,1
4120601,0.42,"C",10,17,60,50,2,"E",82,13
4120613,1,"E",11,9,40,50,5,"E",82,13
4120622,1,"D",6,6,45,50,3,"E",82,13
4120627,0.74,"E",9,8,54,50,12,"E",82,13
4120667,1,"D",4,12,39,50,2,"E",41,13
4120671,1,"C",7,19,56,50,1,"E",41,13
4120699,0.16,"C",6,12,41,50,1,"D",41,13
4120700,1,"C",5,13,33,50,1,"E",41,13
4120717,1,"D",7,12,57,50,2,"E",41,13
4120734,1,"D",7,12,54,63,2,"D",41,13
4120744,1,"D",6,9,55,50,1,"D",41,13
4120764,0.44,"D",4,17,65,50,2,"E",41,13
4120786,1,"D",7,7,59,50,2,"E",41,13
4120803,1,"C",5,10,78,50,1,"E",41,13
4120810,1,"E",4,8,41,50,6,"E",41,13
4120838,0.47,"C",5,7,44,50,6,"E",41,13
4120850,1,"D",4,11,59,50,2,"D",41,13
4120903,0.16,"D",7,8,57,50,1,"E",24,13
4120930,1,"A",5,9,38,50,4,"E",24,13
4120955,1,"A",5,18,53,50,3,"D",24,13
4120956,1,"A",5,17,53,50,1,"E",24,13
4120958,1,"A",5,10,24,95,3,"D",24,1
4120959,0.4,"D",4,10,48,50,6,"E",24,13
4120962,1,"A",5,13,74,50,5,"D",26,13
4120970,1,"D",5,5,71,50,5,"E",24,13
4120981,1,"A",7,11,40,50,1,"D",24,13
4120992,0.29,"A",6,11,70,50,2,"E",24,13
4120997,1,"A",7,2,76,50,10,"E",24,13
4121001,0.08,"A",5,5,37,50,2,"D",24,13
4121007,1,"B",6,10,29,72,2,"D",24,6
4121030,1,"A",4,10,39,50,4,"E",24,13
4121060,1,"A",10,7,46,50,12,"D",24,13
4121073,0.44,"C",7,7,29,90,4,"E",24,2
4121145,0.49,"C",5,7,32,70,3,"D",82,6
4121176,1,"C",6,6,53,50,5,"D",54,13
4121185,1,"D",7,7,42,50,6,"E",54,13
4121229,0.18,"D",10,13,24,95,2,"E",54,1
4121235,1,"D",4,14,45,50,6,"E",54,13
4121253,1,"E",8,14,50,51,13,"E",53,12
4121305,0.5,"D",7,7,49,50,13,"D",53,13
4121313,1,"D",8,9,43,50,13,"D",53,13
4121319,1,"D",7,14,55,50,2,"E",52,13
4121341,1,"B",5,11,36,56,4,"D",52,13
4121360,1,"B",7,12,41,50,2,"D",52,13
4121367,0.16,"E",5,4,43,50,5,"E",52,13
4121413,0.39,"E",8,12,54,50,1,"E",52,13
4121423,0.55,"C",4,18,43,50,4,"E",52,13
4121439,1,"D",7,6,39,50,13,"E",52,13
4121469,0.49,"E",6,6,40,50,2,"D",11,13
4121471,1,"C",4,6,57,50,12,"E",52,13
4121492,1,"C",6,3,80,50,2,"E",52,13
4121501,0.65,"D",5,15,80,50,1,"E",52,13
4121523,1,"E",4,10,75,50,6,"E",52,13
4121526,1,"E",7,14,52,50,1,"E",52,13
4121575,1,"B",7,8,55,50,2,"E",52,13
4121577,1,"E",5,13,35,50,2,"D",52,13
4121578,1,"A",7,5,34,50,13,"E",25,13
4121593,0.81,"C",7,4,39,50,3,"D",52,13
4121604,1,"A",9,16,34,51,1,"E",52,12
4121640,0.86,"D",4,15,46,68,2,"E",11,7
4121661,1,"D",5,7,53,50,1,"E",11,13
4121677,1,"D",6,19,59,50,1,"E",11,13
4121678,0.08,"D",5,9,65,62,1,"E",11,13
4121712,0.13,"E",5,11,32,50,1,"E",11,13
4121722,0.16,"D",5,10,51,57,1,"E",11,10
4121736,0.68,"D",13,18,28,80,11,"E",11,4
4121742,0.31,"D",4,7,27,80,2,"E",11,4
4121750,0.94,"D",5,15,48,72,6,"E",11,6
4121756,0.19,"D",11,16,38,58,11,"E",11,13
4121761,1,"D",6,11,63,50,2,"D",11,13
4121768,1,"D",10,7,45,62,10,"E",11,13
4121773,1,"D",5,11,42,50,1,"E",11,13
4121786,0.8,"E",4,16,54,50,14,"E",11,13
4121787,0.92,"F",9,15,48,80,3,"E",11,4
4121795,0.84,"D",8,8,52,72,2,"D",11,6
4121812,0.95,"D",9,16,37,118,10,"E",11,-1
4121815,1,"D",4,16,35,58,2,"E",11,13
4121822,0.13,"D",5,7,45,50,3,"D",52,13
4121831,0.24,"A",4,14,50,50,2,"E",24,13
4121843,1,"C",4,16,42,50,1,"E",24,13
4121850,1,"C",4,13,42,50,2,"E",24,13
4121852,1,"C",6,7,64,50,2,"D",24,13
4121866,0.46,"C",7,9,62,50,1,"D",24,13
4121883,0.45,"B",10,7,45,50,10,"D",24,13
4121886,0.54,"A",7,13,47,50,1,"D",24,13
4121895,0.78,"A",7,16,57,50,1,"E",24,13
4121899,0.62,"B",6,7,36,63,13,"E",24,13
4121934,0.16,"A",4,15,48,50,1,"D",24,13
4121964,1,"C",8,21,67,50,1,"D",24,13
4121981,1,"C",4,17,36,50,3,"D",24,13
4121991,0.79,"A",5,12,53,50,5,"D",24,13
4121995,0.98,"E",4,16,55,50,2,"E",93,13
4122044,0.61,"B",5,5,56,50,3,"D",24,13
4122055,0.95,"A",6,13,36,50,1,"D",24,13
4122066,0.35,"B",6,14,43,50,1,"D",24,13
4122085,0.98,"C",8,15,42,50,1,"D",24,13
4122086,1,"C",4,4,37,51,1,"E",24,12
4122099,0.1,"B",5,13,32,72,1,"E",24,6
4122132,0.28,"A",10,9,51,50,14,"E",24,13
4122135,1,"C",8,3,55,50,12,"D",24,13
4122147,1,"B",7,8,60,50,5,"D",24,13
4122152,1,"B",6,5,71,50,2,"D",24,13
4122190,1,"B",6,18,66,50,1,"D",24,13
4122193,0.56,"B",6,6,61,50,2,"E",24,13
4122201,1,"C",6,9,57,50,2,"D",24,13
4122242,1,"E",7,5,70,50,3,"E",11,13
4122273,0.18,"C",6,32,63,50,2,"E",24,13
4122274,1,"B",4,21,46,50,1,"E",24,13
4122275,1,"B",7,7,59,50,2,"D",24,13
4122289,1,"B",4,7,49,50,1,"E",24,13
4122294,1,"A",6,15,33,50,1,"D",24,13
4122316,0.59,"E",5,16,39,50,3,"E",11,13
4122321,1,"C",6,3,46,50,1,"D",24,13
4122410,1,"A",7,9,70,50,1,"E",24,13
4122415,1,"A",5,4,75,50,4,"E",24,13
4122455,0.42,"D",11,12,45,50,10,"E",82,13
4122459,1,"C",7,9,62,50,1,"D",82,13
4122468,0.95,"D",4,9,34,50,2,"E",82,13
4122482,1,"E",6,8,44,71,1,"E",82,6
4122500,1,"A",6,10,36,50,2,"D",82,13
4122505,1,"A",4,10,68,50,2,"E",82,13
4122552,1,"D",5,7,51,50,1,"E",82,13
4122556,1,"D",5,6,61,50,12,"E",82,13
4122559,1,"E",5,5,42,50,4,"E",82,13
4122578,0.71,"E",4,6,56,50,1,"E",82,13
4122579,0.49,"E",11,19,62,50,1,"E",82,13
4122586,1,"E",7,6,37,50,1,"E",82,13
4122599,1,"D",10,18,43,50,12,"D",82,13
4122602,1,"E",7,6,48,59,1,"E",82,13
4122610,1,"E",7,6,76,50,2,"E",82,13
4122613,0.91,"C",11,3,37,50,12,"D",82,13
4122633,1,"F",6,6,53,50,3,"E",11,13
4122666,0.98,"E",6,17,47,90,1,"D",11,2
4122667,0.01,"E",6,17,47,90,1,"D",11,2
4122678,0.6,"D",12,26,56,50,10,"D",24,13
4122679,0.27,"D",6,12,48,69,2,"D",24,6
4122714,1,"B",6,4,55,50,1,"D",24,13
4122717,0.94,"C",6,16,61,50,2,"D",93,13
4122723,1,"C",7,22,71,50,2,"D",24,13
4122725,1,"C",6,11,55,50,3,"D",24,13
4122726,0.28,"C",5,19,51,50,1,"E",24,13
4122765,0.11,"D",6,14,23,80,3,"E",24,4
4122782,0.83,"A",6,10,33,50,2,"D",24,13
4122785,1,"D",8,5,47,62,6,"D",24,13
4122787,0.08,"B",8,10,45,50,4,"E",24,13
4122815,1,"A",4,22,30,51,1,"E",24,12
4122817,1,"C",6,5,50,50,1,"D",24,13
4122820,0.28,"A",6,7,48,50,2,"D",93,13
4122823,0.46,"D",4,16,47,50,1,"E",24,13
4122836,0.24,"C",7,14,75,50,2,"D",53,13
4122848,1,"C",5,7,51,50,4,"D",53,13
4122856,1,"C",5,12,54,50,4,"E",53,13
4122882,0.58,"B",7,10,55,50,1,"D",53,13
4122894,1,"D",6,26,48,50,3,"E",53,13
4122896,1,"D",5,14,79,50,3,"D",53,13
4122897,0.83,"C",4,6,34,51,1,"E",53,12
4122907,1,"C",5,5,50,50,3,"E",53,13
4122911,1,"C",6,13,51,50,1,"E",53,13
4122924,1,"C",6,9,40,50,2,"D",53,13
4122927,1,"C",5,8,46,68,2,"E",53,7
4122929,1,"C",5,5,78,50,1,"E",53,13
4122938,0.78,"C",4,12,65,50,1,"D",53,13
4122943,1,"C",6,3,64,50,12,"E",53,13
4122949,1,"C",7,8,83,50,2,"E",53,13
4122962,0.08,"D",7,5,63,50,1,"D",52,13
4122983,0.66,"A",6,12,42,64,1,"D",24,8
4122984,0.33,"A",6,12,42,64,1,"D",24,8
4123009,1,"A",5,3,65,50,2,"D",24,13
4123010,1,"C",7,8,82,50,4,"E",24,13
4123033,1,"C",6,14,42,50,2,"D",24,13
4123035,1,"C",7,7,58,50,2,"E",24,13
4123041,0.66,"A",11,9,84,50,1,"E",24,13
4123053,0.16,"A",7,12,50,50,2,"D",24,13
4123062,0.27,"C",4,6,61,50,2,"E",24,13
4123121,1,"C",6,13,64,50,1,"E",93,13
4123135,1,"E",7,9,38,50,3,"E",93,13
4123141,0.12,"D",5,5,39,50,10,"D",24,13
4123163,1,"D",6,11,37,76,3,"E",94,5
4123177,0.04,"C",6,5,84,50,2,"D",24,13
4123182,1,"B",8,15,58,50,1,"D",24,13
4123192,0.34,"B",4,13,36,51,2,"E",24,12
4123193,1,"B",7,10,36,50,2,"D",24,13
4123253,1,"E",7,5,47,50,13,"D",53,13
4123291,0.57,"D",5,6,38,50,1,"D",24,13
4123337,0.06,"E",5,19,51,50,2,"E",24,13
4123353,0.66,"E",9,5,38,50,6,"D",11,13
4123355,0.79,"B",10,7,36,58,13,"E",73,13
4123381,1,"A",6,12,59,62,6,"D",31,13
4123386,0.03,"C",5,6,52,50,3,"D",31,13
4123387,1,"B",12,5,46,51,10,"D",22,12
4123389,0.2,"B",6,3,81,50,1,"D",53,13
4123393,1,"C",6,10,33,50,5,"D",31,13
4123414,1,"A",4,4,41,50,6,"D",73,13
4123426,1,"A",5,10,40,50,4,"D",72,13
4123429,1,"C",6,9,34,50,2,"D",72,13
4123431,1,"A",6,14,35,64,1,"D",73,8
4123455,1,"C",7,7,66,50,2,"D",72,13
4123474,0.19,"B",7,9,67,50,2,"D",72,13
4123502,0.07,"A",6,12,50,50,3,"D",72,13
4123515,1,"B",7,5,30,76,1,"D",53,5
4123531,1,"C",4,4,50,50,1,"E",41,13
4123545,1,"C",4,6,75,50,4,"E",41,13
4123551,1,"D",5,10,65,50,6,"E",41,13
4123575,1,"C",6,12,62,50,3,"D",41,13
4123588,1,"B",6,9,36,50,1,"D",82,13
4123593,1,"D",5,18,28,50,2,"E",41,13
4123594,1,"D",7,9,74,50,2,"E",41,13
4123618,1,"C",5,16,34,50,2,"D",41,13
4123623,1,"D",4,12,42,50,2,"E",41,13
4123631,1,"D",6,13,71,50,3,"D",41,13
4123648,1,"D",6,10,74,50,1,"E",41,13
4123670,1,"C",5,11,54,50,5,"D",72,13
4123718,1,"D",5,12,72,50,1,"D",72,13
4123723,1,"C",4,5,64,50,4,"D",72,13
4123726,1,"D",5,4,82,50,6,"E",72,13
4123739,1,"E",6,13,98,50,4,"E",72,13
4123746,1,"B",7,6,54,50,5,"D",72,13
4123759,1,"C",6,5,51,50,5,"E",72,13
4123777,0.56,"E",6,4,72,50,1,"D",72,13
4123797,0.57,"A",5,13,61,50,2,"E",54,13
4123798,0.08,"C",4,11,30,51,4,"D",72,12
4123802,1,"D",4,5,75,50,1,"E",72,13
4123808,0.69,"B",5,5,76,50,2,"E",72,13
4123817,1,"E",5,5,71,64,5,"E",72,8
4123819,1,"C",5,12,42,50,2,"D",72,13
4123842,1,"D",4,11,40,50,2,"D",82,13
4123868,1,"E",7,7,40,50,3,"D",82,13
4123890,1,"C",5,10,30,100,3,"D",82,0
4123896,1,"E",4,5,50,50,3,"E",82,13
4123916,1,"D",9,10,66,50,1,"E",82,13
4123918,1,"E",9,19,77,50,14,"E",82,13
4123944,1,"E",7,6,54,50,11,"E",82,13
4123946,0.75,"D",6,13,54,50,1,"D",82,13
4123973,0.68,"C",6,7,39,52,6,"E",93,13
4123995,1,"E",7,9,82,50,1,"E",93,13
4123998,1,"E",5,6,44,55,3,"E",93,13
4124034,1,"E",6,2,52,50,1,"D",93,13
4124037,1,"E",7,12,91,50,2,"E",93,13
4124067,1,"E",5,10,46,50,1,"E",93,13
4124073,1,"E",6,8,67,50,1,"E",93,13
4124074,1,"E",6,8,78,50,13,"E",93,13
4124097,0.35,"D",9,4,61,50,10,"E",93,13
4124098,0.64,"D",9,4,61,50,10,"E",93,13
4124111,1,"E",12,29,78,50,2,"E",93,13
4124145,0.14,"C",5,7,54,50,2,"E",93,13
4124164,1,"E",4,7,77,50,4,"E",93,13
4124165,1,"E",8,11,82,50,10,"E",93,13
4124184,0.44,"E",6,5,49,50,1,"D",93,13
4124204,1,"A",6,8,77,50,12,"D",82,13
4124251,0.4,"A",8,15,50,50,4,"E",82,13
4124272,0.4,"D",5,13,53,50,4,"D",82,13
4124273,1,"D",4,15,52,50,3,"D",82,13
4124295,1,"E",6,12,60,85,1,"D",82,3
4124304,0.69,"D",6,13,61,50,1,"D",82,13
4124315,0.94,"D",5,8,30,50,5,"D",82,13
4124316,0.1,"D",5,8,33,57,5,"E",82,10
4124320,0.32,"C",10,3,52,50,12,"E",82,13
4124326,0.74,"D",5,12,44,50,5,"D",82,13
4124329,0.24,"D",6,6,51,58,2,"D",82,13
4124333,0.49,"D",4,15,43,80,1,"E",82,4
4124340,0.73,"D",5,5,46,50,3,"D",82,13
4124347,0.18,"A",4,17,49,50,6,"E",82,13
4124352,0.24,"D",6,6,33,50,4,"E",82,13
4124353,0.75,"D",6,6,33,50,4,"E",82,13
4124358,1,"B",6,10,41,57,12,"D",82,10
4124381,1,"D",6,18,82,50,14,"E",82,13
4124396,0.00819672131147541,"C",6,6,28,100,12,"E",82,0
4124405,1,"A",9,15,50,50,1,"E",82,13
4124406,1,"A",6,13,50,50,1,"D",82,13
4124416,1,"C",6,9,82,50,2,"E",82,13
4124423,1,"D",7,9,58,50,1,"D",82,13
4124424,1,"C",9,11,53,50,5,"E",82,13
4124438,1,"D",5,4,35,50,2,"E",82,13
4124449,1,"D",11,4,57,50,11,"D",91,13
4124462,1,"C",5,9,45,50,1,"E",72,13
4124469,0.58,"B",4,6,59,50,1,"E",72,13
4124472,1,"C",4,8,36,50,2,"D",72,13
4124487,1,"E",5,6,45,50,6,"D",82,13
4124492,0.16,"D",7,6,42,50,4,"E",91,13
4124512,0.74,"C",10,4,58,50,10,"D",91,13
4124521,1,"C",6,13,58,50,1,"D",91,13
4124528,1,"C",6,8,49,50,2,"D",91,13
4124536,1,"C",6,18,42,50,2,"E",91,13
4124544,0.31,"D",7,5,43,57,3,"E",91,10
4124553,0.32,"D",4,11,88,50,2,"E",91,13
4124579,0.33,"C",7,10,60,50,11,"D",91,13
4124581,0.5,"D",5,14,42,63,2,"D",93,13
4124590,1,"D",11,3,76,50,11,"D",91,13
4124597,0.39,"D",10,31,82,50,3,"E",91,13
4124599,0.5,"B",6,7,61,50,3,"E",93,13
4124642,1,"D",6,8,81,50,2,"D",93,13
4124643,1,"D",7,12,79,50,2,"E",93,13
4124645,1,"C",6,8,33,50,2,"E",93,13
4124647,0.02,"B",6,17,44,67,1,"D",93,7
4124666,1,"D",6,8,35,56,6,"D",93,13
4124675,0.16,"C",7,13,40,50,2,"D",93,13
4124688,0.52,"A",7,13,56,50,6,"E",93,13
4124720,1,"C",4,13,52,50,1,"E",82,13
4124731,1,"D",7,3,57,50,1,"E",82,13
4124746,1,"B",10,4,63,50,12,"D",82,13
4124769,0.24,"C",5,14,58,50,1,"E",82,13
4124770,0.26,"C",8,3,51,50,2,"D",82,13
4124777,1,"C",9,14,58,50,3,"E",82,13
4124783,1,"B",6,16,69,50,1,"E",82,13
4124795,0.65,"A",5,15,64,50,1,"E",82,13
4124855,0.51,"E",14,3,79,50,2,"E",22,13
4124875,0.18,"D",5,7,43,50,5,"E",31,13
4124886,1,"D",5,10,64,50,4,"D",22,13
4124897,1,"E",6,8,49,50,2,"D",22,13
4124901,0.5,"C",7,5,55,50,3,"E",93,13
4124912,1,"E",4,8,66,50,2,"E",93,13
4124935,0.69,"A",6,9,62,73,4,"E",93,5
4124938,1,"B",5,6,49,50,3,"D",93,13
4125002,1,"E",5,8,48,50,4,"D",93,13
4125003,0.55,"C",6,7,38,50,3,"E",93,13
4125025,1,"D",4,5,61,50,1,"E",93,13
4125028,1,"E",4,13,72,50,6,"E",42,13
4125036,1,"E",5,7,52,50,6,"E",42,13
4125041,1,"E",6,6,44,50,2,"E",42,13
4125059,1,"E",4,4,68,50,1,"E",42,13
4125062,1,"C",4,12,46,50,4,"E",42,13
4125068,1,"C",9,10,73,50,13,"E",42,13
4125073,1,"E",14,3,58,50,1,"E",42,13
4125116,0.08,"D",4,17,52,50,2,"E",42,13
4125128,1,"E",7,10,36,51,1,"E",42,12
4125140,0.6,"E",7,0,67,81,2,"E",42,3
4125146,0.24,"E",5,11,20,100,1,"D",42,0
4125188,1,"A",6,13,56,52,2,"D",53,13
4125192,0.67,"A",13,21,44,50,10,"D",53,13
4125201,0.23,"E",4,9,82,55,2,"E",53,13
4125203,0.00546448087431694,"A",7,16,79,50,1,"E",53,13
4125216,1,"C",4,16,44,50,2,"E",53,13
4125222,1,"D",6,12,78,50,1,"D",31,13
4125227,1,"A",6,8,50,50,13,"D",31,13
4125255,0.66,"B",7,14,38,50,1,"E",82,13
4125259,0.43,"C",6,2,79,76,10,"D",82,5
4125274,1,"D",8,16,40,67,1,"D",82,7
4125281,0.91,"E",7,10,39,64,1,"D",82,8
4125286,1,"D",7,8,46,50,11,"D",82,13
4125317,1,"A",7,6,61,50,1,"E",74,13
4125329,1,"C",7,11,52,50,5,"D",74,13
4125345,0.41,"A",4,12,45,50,1,"E",74,13
4125377,1,"C",8,15,37,56,3,"D",31,13
4125406,1,"C",6,6,55,50,12,"E",93,13
4125409,1,"D",5,5,74,50,5,"E",31,13
4125411,1,"E",5,5,40,50,2,"E",31,13
4125432,1,"E",6,9,58,50,1,"D",31,13
4125459,1,"D",5,8,80,50,2,"E",31,13
4125465,1,"F",8,6,36,50,12,"E",11,13
4125480,1,"E",5,9,31,68,1,"E",11,7
4125492,1,"D",5,9,37,100,5,"D",24,0
4125529,0.56,"B",5,11,58,50,3,"D",24,13
4125535,1,"F",4,13,67,50,2,"E",11,13
4125539,1,"D",9,15,40,50,1,"E",24,13
4125550,0.45,"D",6,13,63,50,12,"E",52,13
4125575,0.18,"C",7,5,57,50,2,"D",52,13
4125581,0.00273224043715847,"C",4,9,33,50,1,"E",52,13
4125628,1,"E",6,9,42,50,1,"E",52,13
4125635,1,"E",8,1,55,50,2,"D",11,13
4125650,0.04,"E",13,2,45,71,11,"D",52,6
4125677,1,"A",7,17,37,50,1,"E",24,13
4125686,0.61,"C",6,15,38,50,1,"D",73,13
4125698,0.22,"A",6,15,46,50,2,"D",24,13
4125726,1,"B",4,18,36,68,1,"E",24,7
4125739,0.21,"E",5,6,48,50,6,"D",93,13
4125742,1,"E",5,7,73,50,1,"E",93,13
4125747,0.21,"E",4,3,49,64,2,"E",93,8
4125758,1,"E",4,15,78,50,1,"E",93,13
4125759,1,"B",6,3,61,51,12,"E",93,12
4125761,1,"E",7,3,37,50,1,"D",93,13
4125775,0.27,"E",12,15,53,50,11,"E",93,13
4125803,1,"C",7,9,58,60,5,"E",93,9
4125811,1,"E",6,8,82,50,13,"E",93,13
4125814,1,"E",5,4,81,50,3,"E",93,13
4125829,1,"B",6,8,36,57,3,"D",54,10
4125832,1,"E",7,6,53,50,4,"E",72,13
4125839,0.74,"D",4,20,51,55,1,"E",54,13
4125841,1,"C",7,14,48,50,2,"E",54,13
4125853,1,"C",5,5,42,50,2,"E",93,13
4125881,1,"A",5,34,30,54,2,"E",54,11
4125909,0.25,"B",4,4,66,50,12,"E",24,13
4125914,1,"C",7,9,32,51,2,"D",24,12
4125919,1,"C",6,6,50,50,2,"D",24,13
4125922,0.67,"C",6,8,42,50,2,"E",24,13
